company,role,url,source,track,date_discovered,fetched_at,posted_relative,location,work_model,h1b_signal,is_new_grad_signal,list_url,notes
HHAeXchange,Full Stack Engineer,https://jobright.ai/jobs/info/69d6a332e63cea7a8b66a0e3,newgrad_jobs,new_grad_2027_start,2026-07-26,2026-07-26T13:45:16-04:00,just now,DC-Baltimore Area,Remote,Not Sure,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=just now
HHAeXchange,Full Stack Engineer,https://jobright.ai/jobs/info/6a10ba9483d7144289828141,newgrad_jobs,new_grad_2027_start,2026-07-26,2026-07-26T13:45:16-04:00,just now,DC-Baltimore Area,Remote,Not Sure,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=just now
Neuralink,"Embedded Software Engineer, Implant Embedded Systems",https://jobright.ai/jobs/info/6a0f500d83d714428981e885,newgrad_jobs,new_grad_2027_start,2026-07-26,2026-07-26T13:45:16-04:00,just now,"San Francisco, CA, United States",On Site,Not Sure,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=just now
Noctua Technology,Software Engineer- Site Reliability Engineering (SRE),https://jobright.ai/jobs/info/6a424314adab21425e9fd2ff,newgrad_jobs,new_grad_2027_start,2026-07-26,2026-07-26T13:45:16-04:00,just now,"Washington, District of Columbia, United States",Remote,No,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=just now
OpenAI,Performance Modeling Engineer ~2,https://jobright.ai/jobs/info/6a5c5a3363a8f619507cd483,newgrad_jobs,new_grad_2027_start,2026-07-26,2026-07-26T13:45:16-04:00,just now,"San Francisco, CA, United States",Hybrid,Not Sure,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=just now
PreludeSys,.net developer,https://jobright.ai/jobs/info/6a536ed38a74e077472f8581,newgrad_jobs,new_grad_2027_start,2026-07-26,2026-07-26T13:45:16-04:00,just now,"Illinois, United States",On Site,No,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=just now
Qualcomm,GPU Software Engineer,https://jobright.ai/jobs/info/6a50aae62e2ceb72963b4a5c,newgrad_jobs,new_grad_2027_start,2026-07-26,2026-07-26T13:45:16-04:00,just now,"San Diego, California, United States of America",On Site,Not Sure,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=just now
Qualcomm,GPU Software Engineer,https://jobright.ai/jobs/info/6a50ab79d5d2a327b664cfef,newgrad_jobs,new_grad_2027_start,2026-07-26,2026-07-26T13:45:16-04:00,just now,"Multi Locations: Boxborough, MA, United States; Boxborough, Massachusetts, United States of America",On Site,Not Sure,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=just now
Seneca Holdings,Tier 1 Data Center Technician (Active Secret Clearance),https://jobright.ai/jobs/info/6a51275878e364789ca59618,newgrad_jobs,new_grad_2027_start,2026-07-26,2026-07-26T13:45:16-04:00,just now,"Beltsville, MD, United States",On Site,No,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=just now
UST HealthProof,Data Engineer,https://jobright.ai/jobs/info/6a6620615c7e2d715ebb2f83,newgrad_jobs,new_grad_2027_start,2026-07-26,2026-07-26T13:45:16-04:00,just now,"Atlanta, GA, United States",On Site,No,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=just now
Verkada,"Full Stack Engineer, Go-to-Market Systems",https://jobright.ai/jobs/info/6a547a6de726ec56126aa646,newgrad_jobs,new_grad_2027_start,2026-07-26,2026-07-26T13:45:16-04:00,just now,"San Mateo, CA United States",On Site,Yes,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=just now
WD,Software Development Engineer (Firmware),https://jobright.ai/jobs/info/6a4e82649469c0662034ba37,newgrad_jobs,new_grad_2027_start,2026-07-26,2026-07-26T13:45:16-04:00,just now,"Irvine, CA, United States",On Site,No,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=just now
